rank,lemma,pos,frequency,article,gender,genitive,plural,auxiliary,past_3sg,participle_ii,translation,cefr,theme
2464,knacken,VERB,2909,,,,,haben,knackte,geknackt,to crack,B1,common_verbs
2465,holsen,VERB,2906,,,,,haben,holste,geholst,to fetch,A2,common_verbs
2466,Technologie,NOUN,2903,die,f,Technologie,Technologien,,,,the technology,B1,technology
2467,Start,NOUN,2902,der,m,Starts,Starts,,,,the start,A1,common_verbs
2468,mischen,VERB,2902,,,,,haben,mischte,gemischt,to mix,A2,common_verbs
2469,Fuß,NOUN,2901,der,m,Fußes,Füße,,,,the foot,A1,body_health
2470,unglücklich,ADJ,2900,,,,,,,,unhappy,A2,emotions
2471,frohen,VERB,2899,,,,,haben,frohte,gefroht,to rejoice,C1,emotions
2472,ungewöhnlich,ADJ,2899,,,,,,,,unusual,B1,common_adjectives
2473,Sand,NOUN,2898,der,m,Sandes,Sande,,,,the sand,A1,nature
2474,Gemeinde,NOUN,2898,die,f,Gemeinde,Gemeinden,,,,the municipality,B2,work
2475,plus,CCONJ,2897,,,,,,,,plus,A1,numbers
2476,Nancy,NOUN,2896,die,f,Nancy,Nancys,,,,Nancy,A1,communication
2477,buchen,VERB,2895,,,,,haben,buchte,gebucht,to book,A2,travel
2478,Zauber,NOUN,2890,der,m,Zaubers,Zauber,,,,the magic,B1,common_adjectives
2479,Rückkehr,NOUN,2889,die,f,Rückkehr,Rückkehren,,,,the return,B1,travel
2480,Hafen,NOUN,2889,der,m,Hafens,Häfen,,,,the port,B1,travel
2481,grüßen,VERB,2889,,,,,haben,grüßte,gegrüßt,to greet,A2,greetings
2482,keuchen,VERB,2887,,,,,haben,keuchte,gekeucht,to pant,B2,body_health
2483,Warnung,NOUN,2885,die,f,Warnung,Warnungen,,,,the warning,B1,communication
2484,übersehen,VERB,2884,,,,,haben,übersah,übersehen,to overlook,B1,common_verbs
2485,verschließen,VERB,2884,,,,,haben,verschloss,verschlossen,to close,B1,common_verbs
2486,beherrschen,VERB,2880,,,,,haben,beherrschte,beherrscht,to master,B2,education
2487,Fahrzeug,NOUN,2879,das,n,Fahrzeugs,Fahrzeuge,,,,the vehicle,B1,travel
2488,Stahl,NOUN,2873,der,m,Stahls,Stähle,,,,the steel,B1,work
2489,hätten,AUX,2873,,,,,haben,hätte,gehabt,would have,B1,function_words
2490,ärgern,VERB,2873,,,,,haben,ärgerte,geärgert,to annoy,B1,emotions
2491,gewöhnen,VERB,2871,,,,,haben,gewöhnte,gewöhnt,to accustom,B2,common_verbs
2492,pinkeln,VERB,2871,,,,,haben,pinkelte,gepinkelt,to urinate,B1,body_health
2493,leihen,VERB,2870,,,,,haben,lieh,geliehen,to lend,B1,common_verbs
2494,vergleichen,VERB,2870,,,,,haben,verglich,verglichen,to compare,B1,common_verbs
2495,zurückziehen,VERB,2869,,,,,haben,zog zurück,zurückgezogen,to withdraw,B2,common_verbs
2496,Kindheit,NOUN,2866,die,f,Kindheit,Kindheiten,,,,the childhood,A2,time
2497,wollen,VERB,2866,,,,,haben,wollte,gewollt,to want,A1,common_verbs
2498,vorbeikommen,VERB,2865,,,,,sein,kam vorbei,vorbeigekommen,to pass by,B1,common_verbs
2499,Aussage,NOUN,2862,die,f,Aussage,Aussagen,,,,the statement,B1,communication
2500,Grandpa,NOUN,2861,der,m,Grandpas,Grandpas,,,,the grandpa,A1,family
2501,Verrückter,NOUN,2860,der,m,Verrückten,Verrückten,,,,the madman,B1,emotions
2502,Jungfrau,NOUN,2859,die,f,Jungfrau,Jungfrauen,,,,the virgin,B2,body_health
2503,Nat,NOUN,2858,die,f,Nat,Nats,,,,the gnat,B1,nature
2504,Reingelegen,NOUN,2855,,,,,,,,fooled,B1,emotions
2505,Daheim,ADV,2854,,,,,,,,at home,A2,home
2506,Belohnung,NOUN,2854,die,f,Belohnung,Belohnungen,,,,the reward,B1,work
2507,Beschweren,VERB,2854,,,,,haben,beschwerte,beschwert,to complain,B1,communication
2508,Stufe,NOUN,2852,die,f,Stufe,Stufen,,,,the step,A2,home
2509,Geruch,NOUN,2851,der,m,Geruchs,Gerüche,,,,the smell,B1,body_health
2510,Ruhig,ADJ,2848,,,,,,,,calm,A2,emotions
2511,Ungern,ADV,2847,,,,,,,,reluctantly,B1,emotions
2512,Vertreiben,VERB,2846,,,,,haben,vertrieb,vertrieben,to drive away,B2,common_verbs
2513,Erstens,ADV,2843,,,,,,,,firstly,B1,numbers
2514,Abmachung,NOUN,2843,die,f,Abmachung,Abmachungen,,,,the agreement,B1,work
2515,Appetit,NOUN,2843,der,m,Appetits,Appetite,,,,the appetite,A2,food_drink
2516,Einsteigen,VERB,2842,,,,,sein,stieg ein,eingestiegen,to board,A2,travel
2517,Fan,NOUN,2839,der,m,Fans,Fans,,,,the fan,A2,sports
2518,Alf,NOUN,2837,der,m,Alfs,Alfs,,,,the elf,B1,nature
2519,Verkauf,NOUN,2832,der,m,Verkaufs,Verkäufe,,,,the sale,A2,work
2520,Interview,NOUN,2831,das,n,Interviews,Interviews,,,,the interview,B1,communication
2521,Königlich,ADJ,2831,,,,,,,,royal,B2,common_adjectives
2522,Berühmt,ADJ,2828,,,,,,,,famous,B1,common_adjectives
2523,Doppelt,ADV,2821,,,,,,,,doubly,B1,numbers
2524,Auflegen,VERB,2817,,,,,haben,legte auf,aufgelegt,to hang up,B1,communication
2525,Jubel,NOUN,2815,der,m,Jubels,Jubel,,,,the cheering,B1,emotions
2526,Titt,NOUN,2813,der,m,Titts,Titts,,,,the tit (bird),A2,nature
2527,Fröhlich,ADJ,2810,,,,,,,,cheerful,A2,emotions
2528,hinlegen,VERB,2808,,,,,haben,legte hin,hingelegt,to lay down,B1,common_verbs
2529,Tod,NOUN,2807,der,m,Todes,Tode,,,,the death,A2,body_health
2530,Doktor,NOUN,2805,der,m,Doktors,Doktoren,,,,the doctor,A1,body_health
2531,blöd,ADV,2804,,,,,,,,stupidly,B1,common_adjectives
2532,rausholen,VERB,2803,,,,,haben,holte raus,rausgeholt,to pull out,B1,common_verbs
2533,Katastrophe,NOUN,2801,die,f,Katastrophe,Katastrophen,,,,the catastrophe,B1,nature
2534,Holmes,NOUN,2800,der,m,Holmes,Holmes,,,,Holmes (proper name),B1,communication
2535,messen,VERB,2800,,,,,haben,maß,gemessen,to measure,A2,common_verbs
2536,Lieferung,NOUN,2798,die,f,Lieferung,Lieferungen,,,,the delivery,B1,work
2537,Manager,NOUN,2795,der,m,Managers,Manager,,,,the manager,A2,work
2538,Höhle,NOUN,2792,die,f,Höhle,Höhlen,,,,the cave,A2,nature
2539,einbrechen,VERB,2792,,,,,sein,brach ein,eingebrochen,to break in,B1,common_verbs
2540,Schokolade,NOUN,2791,die,f,Schokolade,Schokoladen,,,,the chocolate,A1,food_drink
2541,Gedicht,NOUN,2789,das,n,Gedichts,Gedichte,,,,the poem,B1,education
2542,befreunden,ADV,2787,,,,,,,,in a friendly manner,B2,emotions
2543,klar,ADJ,2787,,,,,,,,clear,A1,common_adjectives
2544,ausgerechnet,ADV,2784,,,,,,,,of all people/things,B2,function_words
2545,Walker,NOUN,2784,der,m,Walkers,Walker,,,,the walker,B1,sports
2546,britisch,ADJ,2784,,,,,,,,British,A2,common_adjectives
2547,Garage,NOUN,2778,die,f,Garage,Garagen,,,,the garage,A1,home
2548,Scheißkerl,ADV,2777,,,,,,,,damn guy (vulgar),B2,communication
2549,Gepäck,NOUN,2770,das,n,Gepäcks,Gepäcke,,,,the luggage,A2,travel
2550,Norman,ADV,2765,,,,,,,,Norman (proper name),A1,communication
2551,proben,VERB,2765,,,,,haben,probte,geprobt,to rehearse,B1,common_verbs
2552,Vergleich,NOUN,2764,der,m,Vergleichs,Vergleiche,,,,the comparison,B1,education
2553,erteilen,VERB,2764,,,,,haben,erteilte,erteilt,to grant,B2,common_verbs
2554,heiraten,VERB,2762,,,,,haben,heiratete,geheiratet,to marry,A2,family
2555,Funk,NOUN,2760,der,m,Funks,Funks,,,,the radio,B1,technology
2556,Museum,NOUN,2760,das,n,Museums,Museen,,,,the museum,A2,education
2557,grüßen,VERB,2759,,,,,haben,grüßte,gegrüßt,to greet,A1,greetings
2558,Hurensohn,NOUN,2759,der,m,Hurensohns,Hurensöhne,,,,the son of a bitch,C1,communication
2559,Beamter,NOUN,2759,der,m,Beamten,Beamten,,,,the civil servant,B1,work
2560,springen,VERB,2758,,,,,sein,sprang,gesprungen,to jump,A1,common_verbs
2561,weich,ADV,2757,,,,,,,,softly,A2,common_adjectives
2562,veröffentlichen,VERB,2755,,,,,haben,veröffentlichte,veröffentlicht,to publish,B1,common_verbs
2563,bezeichnen,VERB,2754,,,,,haben,bezeichnete,bezeichnet,to denote,B1,common_verbs
2564,scheinbar,ADV,2753,,,,,,,,apparently,B1,function_words
2565,Jugend,NOUN,2751,die,f,Jugend,Jugendan,,,,the youth,B1,time
2566,feiern,VERB,2751,,,,,haben,feierte,gefeiert,to celebrate,A2,common_verbs
2567,Benzin,NOUN,2747,das,n,Benzins,Benzine,,,,the petrol,A2,travel
2568,nix,PRON,2747,,,,,,,,nothing,A1,function_words
2569,wundervoll,ADJ,2743,,,,,,,,wonderful,B1,common_adjectives
2570,läuten,VERB,2741,,,,,haben,läutete,geläutet,to ring,B1,common_verbs
2571,Zigarette,NOUN,2740,die,f,Zigarette,Zigaretten,,,,the cigarette,A2,body_health
2572,dumm,ADJ,2740,,,,,,,,stupid,A2,common_adjectives
2573,Mauer,NOUN,2740,die,f,Mauer,Mauern,,,,the wall,B1,home
2574,erneut,ADV,2740,,,,,,,,again,B1,function_words
2575,hierbleiben,VERB,2738,,,,,sein,hierblieb,hiergeblieben,to stay here,A2,common_verbs
2576,böse,ADJ,2737,,,,,,,,"evil, angry",A2,emotions
2577,Dummkopf,NOUN,2737,der,m,Dummkopfs,Dummköpfe,,,,the fool,B1,emotions
2578,Gewicht,NOUN,2733,das,n,Gewichts,Gewichte,,,,the weight,B1,body_health
2579,magisch,ADJ,2732,,,,,,,,magical,B1,common_adjectives
2580,Einstellung,NOUN,2730,die,f,Einstellung,Einstellungen,,,,"the attitude, setting",B1,work
2581,schlucken,VERB,2729,,,,,haben,schluckte,geschluckt,to swallow,B1,body_health
2582,verbessern,VERB,2728,,,,,haben,verbesserte,verbessert,to improve,A2,common_verbs
2583,bezweifeln,VERB,2726,,,,,haben,bezweifelte,bezweifelt,to doubt,B1,common_verbs
2584,piper,NOUN,2725,der,m,pipers,piper,,,,the piper,B2,work
2585,schluchzen,VERB,2725,,,,,haben,schluchzte,geschluchzt,to sob,B1,emotions
2586,Anzeige,NOUN,2720,die,f,Anzeige,Anzeigen,,,,"the advertisement, report",B1,communication
2587,Revolution,NOUN,2720,die,f,Revolution,Revolutionen,,,,the revolution,B1,education
2588,Rand,NOUN,2720,der,m,Randes,Ränder,,,,the edge,A2,common_adjectives
2589,bemühen,VERB,2720,,,,,haben,bemühte,bemüht,to endeavour,B1,common_verbs
2590,Reporter,NOUN,2719,der,m,Reporters,Reporter,,,,the reporter,B1,work
2591,wohnen,VERB,2718,,,,,haben,wohnte,gewohnt,to live,A1,home
2592,Wolke,NOUN,2717,die,f,Wolke,Wolken,,,,the cloud,A1,nature
2593,versprechen,VERB,2715,,,,,haben,versprach,versprochen,to promise,A2,common_verbs
2594,gefallen,VERB,2711,,,,,haben,gefiel,gefallen,to please,A1,emotions
2595,Universität,NOUN,2710,die,f,Universität,Universitäten,,,,the university,A2,education
2596,Eile,NOUN,2709,die,f,Eile,Eilen,,,,the haste,B1,time
2597,innen,ADV,2709,,,,,,,,inside,A1,function_words
2598,einig,ADJ,2707,,,,,,,,"united, some",B1,common_adjectives
2599,Tradition,NOUN,2707,die,f,Tradition,Traditionen,,,,the tradition,B1,education
2600,weswegen,ADV,2704,,,,,,,,"why, for which reason",B1,function_words
2601,nützlich,ADV,2703,,,,,,,,useful,A2,common_adjectives
2602,sinken,VERB,2702,,,,,sein,sank,gesunken,to sink,B1,common_verbs
2603,Vergessenheit,NOUN,2699,die,f,Vergessenheit,Vergessenheiten,,,,the oblivion,B2,emotions
2604,großzügig,ADV,2697,,,,,,,,generous,B1,common_adjectives
2605,Diamant,ADJ,2695,,,,,,,,diamond,B1,nature
2606,gewöhnlich,ADV,2691,,,,,,,,usually,B1,common_adjectives
2607,vereinen,VERB,2691,,,,,haben,vereinte,vereint,to unite,B2,common_verbs
2608,Bär,NOUN,2690,der,m,Bären,Bären,,,,the bear,A1,nature
2609,Euro,NOUN,2690,der,m,Euro,Euro,,,,the euro,A1,money
2610,Ware,NOUN,2685,die,f,Ware,Waren,,,,the goods,B1,work
2611,Roboter,NOUN,2680,der,m,Roboters,Roboter,,,,the robot,A2,technology
2612,überstehen,VERB,2680,,,,,haben,überstand,überstanden,to survive,B2,common_verbs
2613,kürzlich,ADV,2677,,,,,,,,recently,B1,time
2614,Material,NOUN,2677,das,n,Materials,Materialien,,,,the material,A2,education
2615,menschlich,ADV,2675,,,,,,,,human,B1,common_adjectives
2616,Käfig,ADV,2674,,,,,,,,the cage,A2,home
2617,Autor,NOUN,2674,der,m,Autors,Autoren,,,,the author,A2,education
2618,Satz,NOUN,2672,der,m,Satzes,Sätze,,,,the sentence,A1,education
2619,aufräumen,VERB,2672,,,,,haben,räumte auf,aufgeräumt,to tidy up,A2,common_verbs
2620,Kommissar,NOUN,2671,der,m,Kommissars,Kommissare,,,,the commissioner,B1,work
2621,Welle,NOUN,2670,die,f,Welle,Wellen,,,,the wave,A2,nature
2622,Exzellenz,NOUN,2668,die,f,Exzellenz,Exzellzenzen,,,,the excellence,B2,education
2623,Schuld,NOUN,2667,die,f,Schuld,Schulden,,,,the debt,A2,money
2624,aufstellen,VERB,2667,,,,,haben,stellte auf,aufgestellt,to set up,B1,common_verbs
2625,nass,ADV,2665,,,,,,,,wet,A1,common_adjectives
2626,womöglich,ADV,2662,,,,,,,,possibly,B1,function_words
2627,versehen,VERB,2661,,,,,haben,versah,versehen,to provide,B1,common_verbs
2628,Davis,NOUN,2660,,,,,,,,Davis (proper noun),A1,communication
2629,Phase,NOUN,2659,die,f,Phase,Phasen,,,,the phase,B1,time
2630,Sitzung,NOUN,2659,die,f,Sitzung,Sitzungen,,,,the meeting,B1,work
2631,Führung,NOUN,2657,die,f,Führung,Führungen,,,,the leadership,B1,work
2632,Besucher,NOUN,2656,der,m,Besuchers,Besucher,,,,the visitor,A2,travel
2633,Unterlage,NOUN,2651,die,f,Unterlage,Unterlagen,,,,the document,B1,work
2634,Palast,NOUN,2650,der,m,Palastes,Paläste,,,,the palace,B1,home
2635,aufspüren,VERB,2650,,,,,haben,spürte auf,aufgespürt,to track down,B1,common_verbs
2636,lehnen,VERB,2648,,,,,haben,lehnte,gelehnt,to lean,A2,common_verbs
2637,wovor,ADV,2646,,,,,,,,before what,B1,function_words
2638,ausrichten,VERB,2645,,,,,haben,richtete aus,ausgerichtet,to organize,B1,common_verbs
2639,stan,VERB,2644,,,,,haben,stand,gestanden,to stand,A1,common_verbs
2640,englisch,ADJ,2644,,,,,,,,English,A1,education
2641,Lärm,NOUN,2643,der,m,Lärms,Lärme,,,,the noise,A2,emotions
2642,irgendwer,PRON,2643,,,,,,,,someone,A2,function_words
2643,Netz,NOUN,2642,das,n,Netzes,Netze,,,,the net,A2,technology
2644,Humor,NOUN,2639,der,m,Humors,Humoren,,,,the humor,B1,emotions
2645,Aktion,NOUN,2638,die,f,Aktion,Aktionen,,,,the action,B1,work
2646,international,ADJ,2637,,,,,,,,international,A2,common_adjectives
2647,krank,ADJ,2636,,,,,,,,sick,A1,body_health
2648,ausreden,VERB,2635,,,,,haben,redete aus,ausgeredet,to make excuses,B1,common_verbs
2649,Symbol,NOUN,2632,das,n,Symbols,Symbole,,,,the symbol,B1,communication
2650,Widerstand,NOUN,2631,der,m,Widerstands,Widerstände,,,,the resistance,B1,work
2651,einzeln,PRON,2629,,,,,,,,"individual, single",A2,common_adjectives
2652,Studio,NOUN,2628,das,n,Studios,Studios,,,,the studio,B1,work
2653,Hausaufgabe,NOUN,2628,die,f,Hausaufgabe,Hausaufgaben,,,,the homework,A1,education
2654,engagieren,VERB,2627,,,,,haben,engagierte,engagiert,"to engage, to commit",B1,common_verbs
2655,bescheuert,ADJ,2625,,,,,,,,"stupid, silly",B1,common_adjectives
2656,Teller,NOUN,2623,der,m,Tellers,Teller,,,,the plate,A1,food_drink
2657,Mädel,NOUN,2621,das,n,Mädels,Mädel,,,,the girl,A2,family
2658,servieren,VERB,2619,,,,,haben,servierte,serviert,to serve,B1,food_drink
2659,Stecking,NOUN,2618,die,f,Stecking,Steckinge,,,,"the stake, the plug",B1,technology
2660,Aussicht,NOUN,2618,die,f,Aussicht,Aussichten,,,,"the view, the prospect",B1,nature
2661,Wäsche,NOUN,2617,die,f,Wäsche,Wäschen,,,,the laundry,A2,clothing
2662,klettern,VERB,2617,,,,,sein,kletterte,geklettert,to climb,A2,sports
2663,Rätsel,NOUN,2616,das,n,Rätsels,Rätsel,,,,"the riddle, the puzzle",B1,education
2664,gewähren,VERB,2616,,,,,haben,gewährte,gewährt,"to grant, to allow",B2,common_verbs
2665,Hundert,NOUN,2613,die,f,Hundert,Hunderte,,,,the hundred,A1,numbers
2666,korrigieren,VERB,2612,,,,,haben,korrigierte,korrigiert,to correct,B1,education
2667,Bibel,NOUN,2611,die,f,Bibel,Bibeln,,,,the Bible,B1,education
2668,reißen,VERB,2608,,,,,haben,riss,gerissen,"to tear, to pull",B1,common_verbs
2669,Kultur,NOUN,2608,die,f,Kultur,Kulturen,,,,the culture,B1,education
2670,Bibliothek,NOUN,2607,die,f,Bibliothek,Bibliotheken,,,,the library,A2,education
2671,hinsetzen,VERB,2606,,,,,haben,hinsetzte,hingesetzt,to sit down,B1,common_verbs
2672,zurückkommen,VERB,2605,,,,,sein,kam zurück,zurückgekommen,"to come back, to return",A2,common_verbs
2673,süß,ADJ,2604,,,,,,,,sweet,A1,food_drink
2674,absolut,ADJ,2604,,,,,,,,absolute,B1,common_adjectives
2675,Höhe,NOUN,2603,die,f,Höhe,Höhen,,,,"the height, the altitude",B1,nature
2676,auswählen,VERB,2603,,,,,haben,wählte aus,ausgewählt,to select,B1,common_verbs
2677,Spielzeug,NOUN,2601,das,n,Spielzeugs,Spielzeuge,,,,the toy,A1,common_verbs
2678,notwendig,ADV,2600,,,,,,,,necessary,B1,common_adjectives
2679,Toter,NOUN,2598,der,m,Toten,Tote,,,,the dead person,B2,body_health
2680,Deck,NOUN,2598,das,n,Decks,Decks,,,,the deck,B1,travel
2681,scheißegal,ADV,2596,,,,,,,,couldn't care less,B2,emotions
2682,höchstens,ADV,2596,,,,,,,,at most,B1,function_words
2683,heimlich,ADV,2595,,,,,,,,secretly,B1,common_adjectives
2684,darunter,ADV,2594,,,,,,,,among them,B1,function_words
2685,außen,ADV,2594,,,,,,,,outside,A2,function_words
2686,Ladung,NOUN,2592,die,f,Ladung,Ladungen,,,,the cargo,B1,travel
2687,zurückgeben,VERB,2592,,,,,haben,gab zurück,zurückgegeben,to return,B1,common_verbs
2688,sterben,VERB,2591,,,,,sein,starb,gestorben,to die,B1,body_health
2689,Lhren,VERB,2591,,,,,haben,,,unknown,A1,common_verbs
2690,Spielche,VERB,2590,,,,,haben,,,unknown,A1,common_verbs
2691,Fahrrad,NOUN,2588,das,n,Fahrrads,Fahrräder,,,,the bicycle,A1,travel
2692,Nutt,ADJ,2587,,,,,,,,unknown,A1,common_adjectives
2693,Rauch,NOUN,2584,der,m,Rauchs,Räuche,,,,the smoke,B1,nature
2694,verschieden,PRON,2584,,,,,,,,various,B1,common_adjectives
2695,schmutzig,ADV,2584,,,,,,,,dirty,A2,common_adjectives
2696,Kamsen,VERB,2583,,,,,haben,,,unknown,A1,common_verbs
2697,Paig,ADJ,2583,,,,,,,,unknown,A1,common_adjectives
2698,Betty,NOUN,2582,die,f,Betty,Bettys,,,,Betty,A1,communication
2699,Hubschrauber,NOUN,2579,der,m,Hubschraubers,Hubschrauber,,,,the helicopter,B1,travel
2700,abschalten,VERB,2579,,,,,haben,schaltete ab,abgeschaltet,to switch off,B1,common_verbs
2701,wüssen,VERB,2578,,,,,haben,wusste,gewusst,to know,A1,common_verbs
2702,erstmal,ADV,2576,,,,,,,,first of all,A2,function_words
2703,haben,AUX,2575,,,,,haben,hatte,gehabt,to have,A1,common_verbs
2704,Konto,NOUN,2574,das,n,Kontos,Konten,,,,the account,B1,money
2705,laufend,ADJ,2574,,,,,,,,ongoing,B1,common_adjectives
2706,Haken,NOUN,2566,der,m,Hakens,Haken,,,,the hook,A2,home
2707,Munition,NOUN,2566,die,f,Munition,Munitionien,,,,the ammunition,B2,work
2708,chinesisch,ADJ,2565,,,,,,,,Chinese,A2,common_adjectives
2709,bevorzugen,VERB,2564,,,,,haben,bevorzugte,bevorzugt,to prefer,B1,common_verbs
2710,Anzeichen,NOUN,2563,das,n,Zeichens,Anzeichen,,,,the sign,B1,common_adjectives
2711,abschneiden,VERB,2562,,,,,haben,schnitt ab,abgeschnitten,to cut off,B1,common_verbs
2712,quälen,VERB,2561,,,,,haben,quälte,gequält,to torment,B2,emotions
2713,Hintergrund,NOUN,2560,der,m,Hintergrundes,Hintergründe,,,,the background,B1,common_adjectives
2714,Lunge,NOUN,2560,die,f,Lunge,Lungen,,,,the lung,B1,body_health
2715,übertragen,VERB,2559,,,,,haben,übertrug,übertragen,to transfer,B1,common_verbs
2716,treu,ADJ,2557,,,,,,,,faithful,B1,emotions
2717,entschließen,VERB,2555,,,,,haben,entschloss,entschlossen,to decide,B2,common_verbs
2718,keiner,PRON,2554,,,,,,,,nobody,A1,function_words
2719,genial,ADV,2554,,,,,,,,brilliantly,B2,common_adjectives
2720,Bericht,NOUN,2553,der,m,Berichts,Berichte,,,,the report,B1,communication
2721,schnappen,VERB,2553,,,,,haben,schnappte,geschnappt,to snap,B2,common_verbs
2722,Werkzeug,NOUN,2553,das,n,Werkzeugs,Werkzeuge,,,,the tool,A2,work
2723,Raumschiff,NOUN,2552,das,n,Raumschiffs,Raumschiffe,,,,the spaceship,B1,technology
2724,zunächst,ADV,2551,,,,,,,,first,B1,function_words
2725,typisch,ADJ,2549,,,,,,,,typical,A2,common_adjectives
2726,Leben,VERB,2546,,,,,haben,lebte,gelebt,to live,A1,common_verbs
2727,abwarten,VERB,2545,,,,,haben,wartete ab,abgewartet,to wait and see,B1,common_verbs
2728,Herausforderung,NOUN,2545,die,f,Herausforderung,Herausforderungen,,,,the challenge,B1,work
2729,Poirot,VERB,2543,,,,,,,,Poirot,B2,communication
2730,umso,ADV,2543,,,,,,,,all the more,B1,function_words
2731,unhöflich,ADV,2541,,,,,,,,impolitely,B1,common_adjectives
2732,attraktiv,ADV,2540,,,,,,,,attractively,B1,common_adjectives
2733,Rezept,NOUN,2540,das,n,Rezepts,Rezepte,,,,the recipe,A2,food_drink
2734,widerlich,ADV,2538,,,,,,,,disgustingly,B2,common_adjectives
2735,Schicht,NOUN,2537,die,f,Schicht,Schichten,,,,the shift,B1,work
2736,kochen,VERB,2534,,,,,haben,kochte,gekocht,to cook,A1,food_drink
2737,malen,ADV,2534,,,,,,,,to paint,A2,common_verbs
2738,vorkommen,VERB,2532,,,,,sein,kam vor,vorgekommen,to occur,B1,common_verbs
2739,positiv,ADV,2529,,,,,,,,positively,B1,emotions
2740,Modell,NOUN,2527,das,n,Modells,Modelle,,,,the model,B1,work
2741,grausam,ADV,2525,,,,,,,,cruelly,B2,emotions
2742,zurückholen,VERB,2525,,,,,haben,holte zurück,zurückgeholt,to fetch back,B1,common_verbs
2743,Ehefrau,NOUN,2524,die,f,Ehefrau,Ehefrauen,,,,the wife,A2,family
2744,herrlich,ADV,2523,,,,,,,,wonderfully,B1,common_adjectives
2745,sinnlos,ADV,2522,,,,,,,,pointlessly,B2,emotions
2746,Ausnahme,NOUN,2518,die,f,Ausnahme,Ausnahmen,,,,the exception,B1,common_adjectives
2747,gewöhnlich,ADJ,2514,,,,,,,,ordinary,B1,common_adjectives
2748,Millimeter,NOUN,2512,der,m,Millimeters,Millimeter,,,,the millimetre,B1,numbers
2749,weglaufen,VERB,2509,,,,,sein,lief weg,weggelaufen,to run away,A2,common_verbs
2750,Kleinigkeit,NOUN,2509,die,f,Kleinigkeit,Kleinigkeiten,,,,the trifle,B1,common_adjectives
2751,Medium,NOUN,2509,das,n,Mediums,Medien,,,,the medium,B1,communication
2752,anständig,ADV,2508,,,,,,,,decently,B1,common_adjectives
2753,Derek,ADV,2503,,,,,,,,Derek,A1,communication
2754,Vorschrift,NOUN,2499,die,f,Vorschrift,Vorschriften,,,,the regulation,B1,work
2755,eindringen,VERB,2499,,,,,sein,drang ein,eingedrungen,to penetrate,B2,common_verbs
2756,Aufzeichnung,NOUN,2498,die,f,Aufzeichnung,Aufzeichnungen,,,,the recording,B1,technology
2757,unglaublich,ADJ,2497,,,,,,,,incredible,B1,common_adjectives
2758,vereinigen,VERB,2496,,,,,haben,vereinigte,vereinigt,to unite,B2,common_verbs
2759,ausdenken,VERB,2495,,,,,haben,erdachte aus,ausgedacht,to devise,B1,common_verbs
2760,merkwürdig,ADJ,2495,,,,,,,,strange,B1,common_adjectives
2761,Badezimmer,NOUN,2492,das,n,Badezimmers,Badezimmer,,,,the bathroom,A1,home
2762,dreimal,ADV,2491,,,,,,,,three times,A1,numbers
2763,zweitens,ADV,2490,,,,,,,,secondly,B1,function_words
2764,Drachen,NOUN,2488,der,m,Drachens,Drachen,,,,the dragon,A1,nature
2765,Bahnhof,NOUN,2487,der,m,Bahnhofs,Bahnhöfe,,,,the train station,A1,travel
2766,erschöpfen,VERB,2487,,,,,haben,erschöpfte,erschöpft,to exhaust,B1,common_verbs
2767,Sender,NOUN,2486,der,m,Senders,Sender,,,,the broadcaster,B1,technology
2768,Enkel,NOUN,2485,der,m,Enkels,Enkel,,,,the grandson,A1,family
2769,Spanisch,ADV,2484,,,,,,,,Spanish,A1,communication
2770,Hexe,NOUN,2482,die,f,Hexe,Hexen,,,,the witch,A1,nature
2771,live,ADV,2482,,,,,,,,live,B1,technology
2772,legendär,ADJ,2482,,,,,,,,legendary,B2,common_adjectives
2773,taub,ADV,2482,,,,,,,,deaf,B1,body_health
2774,unangenehm,ADV,2482,,,,,,,,unpleasant,B1,emotions
2775,freuen,VERB,2481,,,,,haben,freute,gefreut,to delight,A1,emotions
2776,Version,NOUN,2481,die,f,Version,Versionen,,,,the version,B1,technology
2777,konzeren,VERB,2480,,,,,haben,konzerte,konzert,to concert,B2,common_verbs
2778,hopp,VERB,2480,,,,,haben,hoppt,gehoppt,to hop,A2,common_verbs
2779,wiederzusehen,VERB,2479,,,,,haben,wiederzusah,wiederzusehen,to see again,A2,common_verbs
2780,böse,PRON,2479,,,,,,,,evil one,A2,emotions
2781,herzlich,ADV,2478,,,,,,,,heartily,A2,greetings
2782,verwunden,VERB,2477,,,,,haben,verwundete,verwundet,to wound,B1,common_verbs
2783,Münze,NOUN,2475,die,f,Münze,Münzen,,,,the coin,A2,money
2784,Tasche,NOUN,2474,die,f,Tasche,Taschen,,,,the bag,A1,clothing
2785,heftig,ADV,2473,,,,,,,,violently,B1,common_adjectives
2786,ablegen,VERB,2472,,,,,haben,legte ab,abgelegt,to lay down,B1,common_verbs
2787,köstlich,ADV,2470,,,,,,,,deliciously,A2,food_drink
2788,Einheit,NOUN,2469,die,f,Einheit,Einheiten,,,,the unit,B1,numbers
2789,Personal,NOUN,2468,das,n,Personals,Personal,,,,the personnel,B1,work
2790,freilassen,VERB,2466,,,,,haben,ließ frei,freigelassen,to release,B1,common_verbs
2791,anschießen,VERB,2464,,,,,haben,schoss an,angeschossen,to shoot at,B2,common_verbs
2792,Zone,NOUN,2464,die,f,Zone,Zonen,,,,the zone,B1,nature
